timestamp,prediction,confidence,processing_time,hour,minute,day_of_week,is_fake,high_confidence,slow_processing
2025-08-17 19:04:06.176701,fake,0.8244637596016063,0.28245358574671753,19,4,Sunday,1,1,0
2025-08-17 19:06:06.176701,real,0.9131296070801236,0.05958828729649528,19,6,Sunday,0,1,0
2025-08-17 19:08:06.176701,fake,0.9262681544217602,0.15462662562284132,19,8,Sunday,1,1,0
2025-08-17 19:10:06.176701,fake,0.7933364387361606,0.5849923984650447,19,10,Sunday,1,0,1
2025-08-17 19:12:06.176701,real,0.6631586823124203,0.6495595119429087,19,12,Sunday,0,0,1
2025-08-17 19:14:06.176701,real,0.7076056407127443,0.11449434434563818,19,14,Sunday,0,0,0
2025-08-17 19:16:06.176701,fake,0.7655934426687939,0.2551299888363823,19,16,Sunday,1,0,0
2025-08-17 19:18:06.176701,real,0.8784968610980834,0.14499242618349995,19,18,Sunday,0,1,0
2025-08-17 19:20:06.176701,fake,0.721395606485763,0.2940396061855276,19,20,Sunday,1,0,0
2025-08-17 19:22:06.176701,fake,0.9881412683869422,0.005041563638368647,19,22,Sunday,1,1,0
2025-08-17 19:24:06.176701,fake,0.8270121345085901,0.17832932081025132,19,24,Sunday,1,1,0
2025-08-17 19:26:06.176701,fake,0.7918534403051709,0.0715963884554597,19,26,Sunday,1,0,0
2025-08-17 19:28:06.176701,real,0.7872987675211485,0.14058287031948902,19,28,Sunday,0,0,0
2025-08-17 19:30:06.176701,real,0.8529436026357236,0.1990138177033052,19,30,Sunday,0,1,0
2025-08-17 19:32:06.176701,real,0.7805316504884722,0.005639457968167243,19,32,Sunday,0,0,0
2025-08-17 19:34:06.176701,real,0.9005165591482772,0.27155611854356904,19,34,Sunday,0,1,0
2025-08-17 19:36:06.176701,fake,0.9153648336424337,0.5455799906051275,19,36,Sunday,1,1,1
2025-08-17 19:38:06.176701,real,0.8803583708196915,0.24855770931323545,19,38,Sunday,0,1,0
2025-08-17 19:40:06.176701,fake,0.9473377817343938,0.010080549295956233,19,40,Sunday,1,1,0
2025-08-17 19:42:06.176701,fake,0.6456922419215754,0.2856372031581543,19,42,Sunday,1,0,0
2025-08-17 19:44:06.176701,real,0.6782445647219292,0.21496485731698295,19,44,Sunday,0,0,0
2025-08-17 19:46:06.176701,fake,0.99,0.32015398611080564,19,46,Sunday,1,1,0
2025-08-17 19:48:06.176701,real,0.6672358531747954,0.0996996173737187,19,48,Sunday,0,0,0
2025-08-17 19:50:06.176701,real,0.9064101798380216,0.23145786191764095,19,50,Sunday,0,1,0
2025-08-17 19:52:06.176701,real,0.7137812749846638,0.43761692213895925,19,52,Sunday,0,0,0
2025-08-17 19:54:06.176701,fake,0.7692726082088259,0.16605599364444368,19,54,Sunday,1,0,0
2025-08-17 19:56:06.176701,real,0.836014524019352,0.08028115700132946,19,56,Sunday,0,1,0
2025-08-17 19:58:06.176701,fake,0.8654314677399049,0.37053083869150455,19,58,Sunday,1,1,0
2025-08-17 20:00:06.176701,real,0.8511262075644604,0.20841154377322757,20,0,Sunday,0,1,0
2025-08-17 20:02:06.176701,real,0.8636447116423112,0.31157745310934665,20,2,Sunday,0,1,0
2025-08-17 20:04:06.176701,real,0.7224584124964897,0.20849698320003443,20,4,Sunday,0,0,0
2025-08-17 20:06:06.176701,real,0.9392617230243666,0.3725244243023778,20,6,Sunday,0,1,0
2025-08-17 20:08:06.176701,real,0.7635185414687663,0.011928385255589693,20,8,Sunday,0,0,0
2025-08-17 20:10:06.176701,real,0.6494139809904527,0.25754055106531726,20,10,Sunday,0,0,0
2025-08-17 20:12:06.176701,real,0.8881283164069003,0.0059149947642619174,20,12,Sunday,0,1,0
2025-08-17 20:14:06.176701,fake,0.6637155453185644,0.2162914502627373,20,14,Sunday,1,0,0
2025-08-17 20:16:06.176701,real,0.7112146544526908,0.13650082041496947,20,16,Sunday,0,0,0
2025-08-17 20:18:06.176701,real,0.99,0.09574261919915975,20,18,Sunday,0,1,0
2025-08-17 20:20:06.176701,fake,0.6333933265084237,0.29749738905670314,20,20,Sunday,1,0,0
2025-08-17 20:22:06.176701,real,0.9037120709017725,0.21775713249106943,20,22,Sunday,0,1,0
2025-08-17 20:24:06.176701,fake,0.8656735004208433,0.07964506656409093,20,24,Sunday,1,1,0
2025-08-17 20:26:06.176701,fake,0.8701945987535346,0.2408962477730172,20,26,Sunday,1,1,0
2025-08-17 20:28:06.176701,real,0.8128241799573475,0.44408629031543945,20,28,Sunday,0,1,0
2025-08-17 20:30:06.176701,real,0.6645454879343697,0.9087845118796185,20,30,Sunday,0,0,1
